,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,New_Year
1193,Ford Figo Diesel EXI,Kolkata,4062.34,2012,36542,Diesel,Manual,First,20,1399,68,5,Ford,12
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,106540.72,2017,15000,Diesel,Automatic,First,13,2987,265,5,Mercedes-Benz,7
1195,BMW 3 Series 320d Luxury Line,Chennai,21461.44,2012,65000,Diesel,Automatic,First,22,1995,190,5,BMW,12
1196,Maruti Alto 800 VXI,Pune,3219.22,2014,32000,Petrol,Manual,Second,22,796,47,5,Maruti,10
1197,Toyota Innova Crysta 2.4 VX MT,Hyderabad,31272.38,2017,24393,Diesel,Manual,First,13,2393,147,7,Toyota,7
1198,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,8707.21,2019,1000,Petrol,Manual,First,18,999,75,5,Volkswagen,5
1199,Nissan Terrano XL,Mumbai,8507.93,2014,28238,Petrol,Manual,First,13,1598,102,5,Nissan,10
1200,Mitsubishi Pajero Sport 4X4,Mumbai,19545.24,2013,59000,Diesel,Manual,First,13,2477,175,7,Mitsubishi,11
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,5135.42,2012,92000,Petrol,Manual,Second,14,1799,130,5,Honda,12
1202,Maruti Alto 800 LXI,Kolkata,2376.09,2013,56840,Petrol,Manual,First,22,796,47,5,Maruti,11
1203,Volkswagen Vento Diesel Highline,Coimbatore,9044.46,2013,62746,Diesel,Manual,Second,20,1598,103,5,Volkswagen,11
1204,Land Rover Freelander 2 HSE,Hyderabad,29095.58,2012,96000,Diesel,Automatic,First,12,2179,187,5,Land,12
1205,Honda CR-V 2.0L 2WD MT,Mumbai,17644.37,2014,24000,Petrol,Manual,First,13,1997,153,5,Honda,10
1206,Maruti Ertiga VDI,Mumbai,11880.44,2016,54000,Diesel,Manual,First,20,1248,88,7,Maruti,8
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,21308.14,2016,90000,Diesel,Manual,First,12,2494,100,7,Toyota,8
1208,Tata Manza Aura Safire,Kolkata,2069.5,2010,40000,Petrol,Manual,First,15,1368,90,5,Tata,14
1209,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,58252.48,2015,65938,Diesel,Automatic,Second,12,2967,241,7,Audi,9
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,17782.34,2017,16100,Petrol,Automatic,First,17,1591,121,5,Hyundai,7
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,18778.76,2017,3600,Diesel,Automatic,First,21,1498,108,5,Volkswagen,7
1212,Honda City 1.5 S MT,Jaipur,5825.25,2011,52000,Petrol,Manual,First,17,1497,118,5,Honda,13
1213,Ford Figo Diesel Titanium,Mumbai,4982.12,2014,54000,Diesel,Manual,First,20,1399,68,5,Ford,10
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,9810.94,2016,15399,Petrol,Manual,First,18,1199,88,5,Honda,8
1215,Volkswagen Polo Petrol Highline 1.2L,Bangalore,6055.19,2012,75000,Petrol,Manual,Second,16,1198,73,5,Volkswagen,12
1216,Honda City i-VTEC S,Delhi,5472.67,2010,76752,Petrol,Manual,First,17,1497,117,5,Honda,14
1217,Honda City ZX GXi,Mumbai,1916.2,2005,56000,Petrol,Manual,Second,17,1497,78,5,Honda,19
1218,Maruti Wagon R LXI CNG,Pune,5595.3,2015,70000,CNG,Manual,First,26,998,58,5,Maruti,9
1219,Honda CR-V 2.4L 4WD AT AVN,Kolkata,19162.0,2013,46125,Petrol,Automatic,Second,12,2354,187,5,Honda,11
1220,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,35258.08,2014,35000,Diesel,Automatic,Second,18,1995,190,5,BMW,10
1221,Ambassador Classic Nova Diesel,Chennai,2069.5,2003,80000,Diesel,Manual,Third,12,1489,35,5,Ambassador,21
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,9688.31,2012,62729,Diesel,Manual,First,12,2179,120,8,Mahindra,12
1223,Volkswagen Vento Diesel Comfortline,Kolkata,5212.06,2012,34000,Diesel,Manual,First,20,1598,103,5,Volkswagen,12
1224,Maruti Zen VX,Jaipur,1180.38,1999,70000,Petrol,Manual,Second,17,993,60,5,Maruti,25
1225,Maruti 800 DX BSII,Jaipur,1379.66,2009,32000,Petrol,Manual,First,16,796,37,4,Maruti,15
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,27593.28,2017,21000,Petrol,Automatic,First,14,1798,138,5,Toyota,7
1227,BMW 3 Series 328i Sport Line,Pune,29126.24,2013,49000,Petrol,Automatic,First,14,1997,245,5,BMW,11
1228,Ford Ikon 1.3 Flair,Chennai,1686.26,2007,40000,Petrol,Manual,Third,13,1299,70,5,Ford,17
1229,Chevrolet Beat LT,Pune,3065.92,2012,78000,Petrol,Manual,Second,18,1199,79,5,Chevrolet,12
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,9964.24,2012,52000,Diesel,Manual,First,21,1364,86,5,Toyota,12
1231,Mahindra XUV500 W4,Bangalore,14486.47,2014,65213,Diesel,Manual,First,16,2179,140,7,Mahindra,10
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,6131.84,2016,170000,Diesel,Manual,First,24,1120,71,5,Hyundai,8
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,49437.96,2017,36884,Diesel,Automatic,First,13,2143,204,5,Mercedes-Benz,7
1234,Hyundai i10 Sportz,Pune,3219.22,2009,62500,Petrol,Manual,First,20,1197,78,5,Hyundai,15
1235,Toyota Corolla Altis VL AT,Mumbai,14946.36,2015,68000,Petrol,Automatic,Second,14,1798,138,5,Toyota,9
1236,Toyota Corolla 1.8 J,Kolkata,9657.65,2014,40748,Petrol,Manual,First,14,1798,138,5,Toyota,10
1237,Audi Q3 2.0 TDI Quattro,Hyderabad,32192.16,2013,60000,Diesel,Automatic,First,17,1968,184,5,Audi,11
1238,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,7128.26,2014,12400,Diesel,Manual,First,21,1396,88,5,Hyundai,10
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,26060.32,2013,87000,Diesel,Automatic,Second,19,2143,167,5,Mercedes-Benz,11
1240,Maruti Ritz VDi,Pune,6668.38,2013,20248,Diesel,Manual,First,21,1248,73,5,Maruti,11
1241,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,22718.47,2017,52383,Diesel,Manual,First,19,1582,126,5,Hyundai,7
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,61318.4,2018,1000,Diesel,Automatic,First,13,1999,177,5,Jaguar,6
1243,Mahindra Xylo D4,Chennai,9427.7,2016,85000,Diesel,Manual,First,14,2489,93,7,Mahindra,8
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,17245.8,2014,47000,Diesel,Manual,First,12,2494,100,7,Toyota,10
1245,Toyota Camry 2.5 Hybrid,Pune,49054.72,2018,17585,Petrol,Automatic,First,19,2494,157,5,Toyota,6
1246,Audi Q5 3.0 TDI Quattro,Coimbatore,69933.64,2018,32496,Diesel,Automatic,First,13,2967,241,5,Audi,6
1247,Maruti Swift VDI,Kochi,9565.67,2017,34613,Diesel,Manual,First,28,1248,74,5,Maruti,7
1248,Maruti Ertiga VDI Limited Edition,Chennai,7358.21,2015,153000,Diesel,Manual,First,20,1248,88,7,Maruti,9
1249,Maruti Swift VXi BSIV,Chennai,6898.32,2014,54000,Petrol,Manual,Second,16,1197,85,5,Maruti,10
1250,Hyundai i10 Sportz,Kochi,5932.56,2015,16900,Petrol,Manual,First,20,1197,78,5,Hyundai,9
1251,Hyundai i10 Sportz,Delhi,4215.64,2013,62334,Petrol,Manual,First,20,1197,78,5,Hyundai,11
1252,Maruti Baleno Sigma 1.2,Kochi,10071.55,2018,23714,Petrol,Manual,First,21,1197,83,5,Maruti,6
1253,Hyundai Accent Executive,Jaipur,3065.92,2010,52325,Petrol,Manual,First,16,1495,93,5,Hyundai,14
1254,Honda Brio S MT,Ahmedabad,5595.3,2012,50000,Petrol,Manual,First,19,1198,86,5,Honda,12
1255,Maruti Swift ZDi,Hyderabad,10654.07,2016,55746,Diesel,Manual,First,22,1248,74,5,Maruti,8
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,8431.28,2014,54000,Petrol,Manual,First,20,1197,81,5,Hyundai,10
1257,Mahindra XUV500 W8 2WD,Kolkata,10730.72,2013,43000,Diesel,Manual,First,16,2179,140,7,Mahindra,11
1258,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,36791.04,2014,40000,Diesel,Automatic,First,13,2143,201,5,Mercedes-Benz,10
1259,Land Rover Freelander 2 TD4 S,Bangalore,16862.56,2010,125000,Diesel,Automatic,Second,17,2179,115,5,Land,14
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,49821.2,2016,51944,Diesel,Automatic,First,19,2143,170,5,Mercedes-Benz,8
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,9887.59,2015,46950,Diesel,Manual,First,21,1396,88,5,Hyundai,9
1262,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,24144.12,2015,23000,Diesel,Automatic,First,19,1968,141,5,Skoda,9
1263,Honda City 1.5 S MT,Mumbai,8431.28,2014,54546,Petrol,Manual,First,17,1497,118,5,Honda,10
1264,Toyota Fortuner 4x2 AT,Kochi,29172.23,2015,51535,Diesel,Automatic,First,12,2982,168,7,Toyota,9
1265,Audi Q3 2.0 TDI Quattro,Kolkata,23377.64,2013,45000,Diesel,Automatic,First,17,1968,184,5,Audi,11
1266,Maruti Alto K10 2010-2014 VXI,Hyderabad,3679.1,2012,46004,Petrol,Manual,First,20,998,67,5,Maruti,12
1267,Tata Indigo eCS LX BSIV,Chennai,3525.81,2011,124000,Diesel,Manual,First,23,1396,69,5,Tata,13
1268,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,21997.98,2014,77395,Diesel,Automatic,First,17,1968,174,5,Audi,10
1269,Maruti Alto 800 2016-2019 CNG LXI,Mumbai,5365.36,2018,10600,CNG,Manual,First,33,796,40,4,Maruti,6
1270,Honda City i-VTEC CVT VX,Kochi,18349.53,2018,22974,Petrol,Automatic,First,18,1497,117,5,Honda,6
1271,Hyundai Santro GLS I - Euro II,Jaipur,2452.74,2009,89000,Petrol,Manual,Second,17,999,112,5,Hyundai,15
1272,Toyota Fortuner 2.8 2WD MT,Ahmedabad,28972.94,2015,65012,Diesel,Manual,First,14,2755,174,7,Toyota,9
1273,Hyundai Grand i10 Sportz,Ahmedabad,8277.98,2017,17125,Petrol,Manual,First,18,1197,82,5,Hyundai,7
1274,Maruti Eeco 7 Seater Standard,Hyderabad,4522.23,2015,90413,Petrol,Manual,First,15,1196,73,7,Maruti,9
1275,Volkswagen Polo Petrol Highline 1.2L,Bangalore,7818.1,2013,37000,Petrol,Manual,First,16,1198,73,5,Volkswagen,11
1276,Maruti Wagon R LXI Minor,Jaipur,2299.44,2006,65000,Petrol,Manual,First,18,1061,67,5,Maruti,18
1277,Honda City 1.5 V MT,Bangalore,7511.5,2011,66000,Petrol,Manual,First,17,1497,118,5,Honda,13
1278,Honda Civic 2010-2013 1.8 S MT,Mumbai,4445.58,2010,86000,Petrol,Manual,First,14,1799,130,5,Honda,14
1279,Honda City 1.5 EXI,Pune,1762.9,2005,98437,Petrol,Manual,First,13,1493,100,5,Honda,19
1280,Hyundai i20 1.2 Magna,Kolkata,3525.81,2010,18000,Petrol,Manual,First,18,1197,80,5,Hyundai,14
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,9182.43,2018,35070,Diesel,Manual,First,24,1120,70,5,Hyundai,6
1282,Volkswagen Vento Petrol Highline AT,Pune,5212.06,2011,42000,Petrol,Automatic,Third,14,1598,103,5,Volkswagen,13
1283,Hyundai i10 Sportz 1.2,Kolkata,2606.03,2009,40000,Petrol,Manual,First,20,1197,78,5,Hyundai,15
1284,Hyundai i20 Asta,Kolkata,3050.59,2009,43000,Petrol,Manual,First,17,1197,80,5,Hyundai,15
1285,Chevrolet Beat LS,Pune,3832.4,2012,65000,Petrol,Manual,First,18,1199,79,5,Chevrolet,12
1286,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,7434.86,2013,74000,Diesel,Manual,First,22,1199,73,5,Volkswagen,11
1287,Ford Figo Petrol LXI,Hyderabad,4062.34,2010,51192,Petrol,Manual,First,15,1196,70,5,Ford,14
1288,Audi TT 2.0 TFSI,Kochi,41926.46,2014,14262,Petrol,Automatic,First,9,1984,207,2,Audi,10
1289,Honda City i DTEC VX,Jaipur,10577.42,2015,66339,Diesel,Manual,Second,25,1498,98,5,Honda,9
1290,Ford Figo Diesel Titanium,Hyderabad,5365.36,2013,90200,Diesel,Manual,First,20,1399,68,5,Ford,11
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,19162.0,2015,57854,Diesel,Manual,First,12,2494,100,7,Toyota,9
1292,Maruti Ciaz 1.4 AT Alpha,Delhi,14103.23,2017,32000,Petrol,Automatic,First,19,1373,91,5,Maruti,7
1293,Hyundai Grand i10 AT Asta,Mumbai,7511.5,2015,29631,Petrol,Automatic,First,18,1197,82,5,Hyundai,9
1294,Honda City 1.3 DX,Delhi,4905.47,2009,55005,Petrol,Manual,First,12,1616,112,5,Honda,15
1295,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,8507.93,2014,54173,Petrol,Manual,First,18,999,123,5,Ford,10
1296,Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,20694.96,2014,50000,Petrol,Automatic,First,14,1798,177,5,Skoda,10
1297,Fiat Linea Emotion (Diesel),Kolkata,3985.7,2010,145000,Diesel,Manual,First,20,1248,91,5,Fiat,14
1298,Maruti Swift Lxi BSIII,Jaipur,6898.32,2015,78000,Petrol,Manual,First,16,1298,88,5,Maruti,9
1299,Land Rover Discovery 4 TDV6 SE,Delhi,52120.64,2013,65000,Diesel,Automatic,Second,11,2993,180,7,Land,11
1300,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,18395.52,2012,120000,Diesel,Manual,First,12,2494,102,7,Toyota,12
1301,Maruti Swift LDI,Mumbai,8048.04,2015,14000,Diesel,Manual,First,28,1248,74,5,Maruti,9
1302,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,33050.62,2014,57456,Diesel,Automatic,First,17,1968,174,5,Audi,10
1303,BMW 5 Series 520d Luxury Line,Coimbatore,37833.45,2012,44450,Diesel,Automatic,First,22,1995,190,5,BMW,12
1304,Hyundai i20 Magna Optional 1.2,Delhi,5625.96,2013,63777,Petrol,Manual,First,18,1197,82,5,Hyundai,11
1305,BMW X1 M Sport sDrive 20d,Mumbai,45222.32,2016,31000,Diesel,Automatic,First,17,1995,190,5,BMW,8
1306,Toyota Etios G,Delhi,4752.18,2012,60000,Petrol,Manual,First,17,1496,88,5,Toyota,12
1307,Tata Indigo LX,Ahmedabad,4445.58,2015,78008,Diesel,Manual,First,17,1405,70,5,Tata,9
1308,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,65917.28,2014,33000,Diesel,Automatic,Second,17,2987,165,5,Mercedes-Benz,10
1309,Volkswagen Beetle 2.0,Mumbai,24450.71,2009,27078,Petrol,Automatic,First,10,1984,114,4,Volkswagen,15
1310,Volkswagen Polo GT TDI,Hyderabad,6898.32,2011,57275,Diesel,Manual,First,19,1598,103,5,Volkswagen,13
1311,Hyundai Grand i10 CRDi Magna,Delhi,5350.03,2014,45000,Diesel,Manual,First,24,1120,70,5,Hyundai,10
1312,Maruti Swift VDI BSIV,Delhi,6515.08,2014,57319,Diesel,Manual,First,25,1248,74,5,Maruti,10
1313,Hyundai Verna CRDi 1.4 E,Chennai,2912.62,2008,121097,Diesel,Manual,Second,24,1396,88,5,Hyundai,16
1314,BMW 5 Series 2003-2012 525d,Mumbai,25401.15,2011,89000,Diesel,Automatic,First,16,1995,218,5,BMW,13
1315,Honda City 1.5 S MT,Bangalore,8814.52,2012,72000,Petrol,Manual,First,17,1497,118,5,Honda,12
1316,Audi A4 2.0 TDI,Delhi,21461.44,2013,36000,Diesel,Automatic,Second,16,1968,147,5,Audi,11
1317,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,3832.4,2013,86000,Diesel,Manual,Second,19,1248,75,5,Fiat,11
1318,Honda City 1.3 EXI,Ahmedabad,1839.55,2002,85000,Petrol,Manual,First,13,1343,90,5,Honda,22
1319,Fiat Petra 1.2 EL,Pune,1303.02,2005,120000,Petrol,Manual,Second,15,1242,112,5,Fiat,19
1320,BMW 3 Series 320d Luxury Line,Kochi,21384.79,2013,37613,Diesel,Automatic,First,22,1995,190,5,BMW,11
1321,Ford Fiesta 1.4 Duratec EXI,Chennai,2452.74,2007,100000,Petrol,Manual,First,16,1388,68,5,Ford,17
1322,Tata Nano XTA,Coimbatore,5518.66,2016,5240,Petrol,Automatic,First,21,624,37,4,Tata,8
1323,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,6898.32,2018,20000,CNG,Manual,First,15,1196,73,5,Maruti,6
1324,Maruti Ignis 1.2 Delta,Coimbatore,9289.74,2019,16862,Petrol,Manual,First,20,1197,81,5,Maruti,5
1325,Maruti Swift Dzire ZXi,Coimbatore,8109.36,2013,59254,Petrol,Manual,Second,17,1298,85,5,Maruti,11
1326,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,8814.52,2014,60000,Diesel,Manual,First,22,1498,89,5,Ford,10
1327,Maruti Swift 1.3 ZXI,Hyderabad,8891.17,2015,50295,Petrol,Manual,First,16,1616,112,5,Maruti,9
1328,Maruti Swift Dzire VXI,Coimbatore,8768.53,2014,47674,Petrol,Manual,First,19,1197,85,5,Maruti,10
1329,Hyundai i10 Sportz AT,Kochi,6729.69,2014,61517,Petrol,Automatic,First,16,1197,78,5,Hyundai,10
1330,Mahindra XUV500 W6 2WD,Coimbatore,16939.21,2016,62946,Diesel,Manual,First,15,2179,140,7,Mahindra,8
1331,Hyundai i20 Magna 1.4 CRDi,Delhi,7404.2,2015,66823,Diesel,Manual,Second,22,1396,88,5,Hyundai,9
1332,Maruti Wagon R CNG LXI,Pune,4537.56,2013,79494,CNG,Manual,First,33,998,67,5,Maruti,11
1333,Hyundai i20 Asta 1.4 CRDi,Chennai,6898.32,2012,107000,Diesel,Manual,Second,21,1396,88,5,Hyundai,12
1334,BMW 7 Series 730Ld,Mumbai,29892.72,2011,55000,Diesel,Automatic,Second,16,2993,258,5,BMW,13
1335,Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,13413.4,2017,24000,Petrol,Automatic,First,14,1598,103,5,Skoda,7
1336,Audi Q7 45 TDI Quattro Technology,Mumbai,102708.32,2016,20002,Diesel,Automatic,First,14,2967,245,7,Audi,8
1337,Honda City i VTEC VX,Kochi,12876.86,2016,54317,Petrol,Manual,First,17,1497,117,5,Honda,8
1338,Hyundai Xcent 1.2 Kappa SX,Mumbai,7649.47,2016,10200,Petrol,Manual,First,19,1197,82,5,Hyundai,8
1339,Honda City i DTec E,Coimbatore,12539.61,2016,24337,Diesel,Manual,First,26,1498,98,5,Honda,8
1340,Honda Brio S Option MT,Pune,4445.58,2012,79000,Petrol,Manual,First,18,1198,86,5,Honda,12
1341,Maruti Ciaz ZDi Plus SHVS,Jaipur,10884.02,2015,40500,Diesel,Manual,First,28,1248,88,5,Maruti,9
1342,Maruti Swift Dzire VDI Optional,Pune,10807.37,2016,23000,Diesel,Manual,First,26,1248,74,5,Maruti,8
1343,Honda CR-V 2.4L 4WD AT,Pune,26826.8,2015,63050,Petrol,Automatic,First,11,2354,158,5,Honda,9
1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,5227.39,2008,78000,Petrol,Automatic,Second,14,1794,138,5,Toyota,16
1345,Maruti Baleno Vxi,Pune,1992.85,2005,70000,Petrol,Manual,First,17,1590,112,5,Maruti,19
1346,Honda City 1.5 V MT,Coimbatore,8707.21,2012,66245,Petrol,Manual,First,17,1497,118,5,Honda,12
1347,Mahindra Scorpio LX BS IV,Bangalore,6285.14,2007,74112,Diesel,Manual,First,12,2179,120,9,Mahindra,17
1348,Skoda Laura 1.8 TSI Ambiente,Delhi,6131.84,2011,87670,Petrol,Manual,First,13,1798,157,5,Skoda,13
1349,BMW 3 Series 320d Sport Line,Hyderabad,45988.8,2015,10000,Diesel,Automatic,First,18,1995,184,5,BMW,9
1350,Maruti SX4 Zxi BSIII,Chennai,2759.33,2007,62493,Petrol,Manual,First,15,1586,104,5,Maruti,17
1351,Maruti Ciaz VXi Plus,Kochi,10623.41,2015,44620,Petrol,Manual,First,20,1373,91,5,Maruti,9
1352,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,107307.2,2012,66538,Diesel,Automatic,First,10,4367,308,7,Land,12
1353,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,12110.38,2013,60000,Diesel,Manual,First,12,2494,100,7,Toyota,11
1354,Hyundai Santro Xing GL,Kochi,4261.63,2011,20842,Petrol,Manual,First,17,1086,62,5,Hyundai,13
1355,Hyundai Santa Fe 4WD AT,Chennai,22074.62,2014,110000,Diesel,Automatic,First,13,2199,194,7,Hyundai,10
1356,Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,20694.96,2011,45000,Petrol,Automatic,Second,11,1796,186,5,Mercedes-Benz,13
1357,Maruti Wagon R LXI CNG,Mumbai,4828.82,2014,40000,CNG,Manual,Second,26,998,58,5,Maruti,10
1358,Maruti Alto LXi,Coimbatore,4414.92,2012,49008,Petrol,Manual,First,19,796,46,5,Maruti,12
1359,Maruti Alto 800 2016-2019 LXI,Kolkata,3295.86,2016,31000,Petrol,Manual,First,24,796,47,5,Maruti,8
1360,Nissan Sunny 2011-2014 XV,Pune,5748.6,2013,8000,Petrol,Manual,First,16,1498,97,5,Nissan,11
1361,Maruti Alto 800 2016-2019 VXI,Mumbai,5518.66,2019,171,Petrol,Manual,First,24,796,47,5,Maruti,5
1362,Maruti Alto K10 VXI,Kolkata,5518.66,2018,2100,Petrol,Manual,First,24,998,67,5,Maruti,6
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,11573.85,2018,20667,Petrol,Automatic,First,18,1197,81,5,Hyundai,6
1364,Honda Mobilio S i DTEC,Kolkata,7204.91,2015,50000,Diesel,Manual,First,24,1498,98,7,Honda,9
1365,Tata Manza Aqua Quadrajet,Jaipur,2452.74,2010,100030,Diesel,Manual,Second,18,1248,90,5,Tata,14
1366,Chevrolet Optra Magnum 2.0 LT,Pune,5120.09,2011,75372,Diesel,Manual,First,16,1991,123,5,Chevrolet,13
1367,Honda City i VTEC CVT VX,Kochi,13949.94,2016,60475,Petrol,Automatic,First,18,1497,117,5,Honda,8
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,9458.36,2019,18453,Petrol,Manual,First,18,1197,81,5,Hyundai,5
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,3832.4,2008,96578,Diesel,Manual,First,22,1582,126,5,Hyundai,16
1370,Nissan Micra XL,Kolkata,4598.88,2016,31001,Petrol,Manual,First,18,1198,75,5,Nissan,8
1371,Hyundai Verna 1.6 SX,Jaipur,8814.52,2012,65900,Diesel,Manual,First,22,1582,126,5,Hyundai,12
1372,Hyundai Creta 1.6 VTVT E Plus,Bangalore,16479.32,2017,26246,Petrol,Manual,First,15,1591,121,5,Hyundai,7
1373,Maruti Wagon R VXI BS IV,Jaipur,4368.94,2013,62700,Petrol,Manual,Second,20,998,67,5,Maruti,11
1374,Honda Accord 2.4 Elegance A/T,Chennai,9964.24,2008,90000,Petrol,Automatic,First,10,2354,180,5,Honda,16
1375,Honda City 1.5 S AT,Bangalore,14486.47,2016,36000,Petrol,Automatic,First,16,1497,118,5,Honda,8
1376,Maruti Baleno Alpha 1.3,Delhi,10347.48,2016,46000,Diesel,Manual,First,27,1248,74,5,Maruti,8
1377,Honda City i DTec V,Coimbatore,11880.44,2017,73003,Diesel,Manual,First,26,1498,98,5,Honda,7
1378,Hyundai i20 Era 1.4 CRDi,Kochi,6745.02,2014,46566,Diesel,Manual,First,22,1396,88,5,Hyundai,10
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,64384.32,2015,41493,Diesel,Automatic,First,13,2987,265,5,Mercedes-Benz,9
1380,Nissan Terrano XV 110 PS,Kochi,8691.88,2014,103788,Diesel,Manual,First,19,1461,108,5,Nissan,10
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,17629.04,2016,45000,Diesel,Automatic,First,19,1461,108,5,Renault,8
1382,Maruti Wagon R LXI Minor,Pune,2590.7,2009,120000,Petrol,Manual,First,18,998,67,5,Maruti,15
1383,Hyundai Getz 1.5 CRDi GVS,Jaipur,2759.33,2009,97359,Diesel,Manual,Second,17,1493,110,5,Hyundai,15
1384,Maruti Ritz LXi,Mumbai,4905.47,2016,62000,Petrol,Manual,First,18,1197,85,5,Maruti,8
1385,Honda City 1.5 GXI,Pune,2299.44,2004,115000,Petrol,Manual,Second,17,1616,112,5,Honda,20
1386,BMW 5 Series 520d Sport Line,Kochi,70301.55,2019,18373,Diesel,Automatic,First,22,1995,187,5,BMW,5
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,7818.1,2016,60453,Petrol,Manual,First,16,1198,74,5,Volkswagen,8
1388,Maruti Swift VDI BSIV,Pune,7434.86,2013,37000,Diesel,Manual,First,17,1248,112,5,Maruti,11
1389,Ford Figo Petrol ZXI,Mumbai,3679.1,2010,69009,Petrol,Manual,Second,15,1196,70,5,Ford,14
1390,BMW 3 Series 320d Luxury Line,Hyderabad,33725.12,2013,30000,Diesel,Automatic,First,18,1995,184,5,BMW,11
1391,Hyundai Verna 1.6 SX CRDi (O),Delhi,6561.07,2012,70707,Diesel,Manual,First,22,1582,126,5,Hyundai,12
1392,Renault Duster 85PS Diesel RxL,Coimbatore,8691.88,2015,64677,Diesel,Manual,First,20,1461,83,5,Renault,9
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,9504.35,2018,3000,Petrol,Automatic,First,18,1197,81,5,Hyundai,6
1394,BMW X1 sDrive20d,Bangalore,22212.59,2013,49000,Diesel,Automatic,Second,17,1995,184,5,BMW,11
1395,Maruti Ritz VDi,Pune,4598.88,2010,71000,Diesel,Manual,First,21,1248,73,5,Maruti,14
1396,Hyundai i10 Era 1.1 iTech SE,Jaipur,3449.16,2010,52000,Petrol,Manual,Second,19,1086,68,5,Hyundai,14
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,67112.99,2016,35659,Diesel,Automatic,First,15,2993,258,7,BMW,8
1398,Honda City V MT Exclusive,Kochi,17552.39,2019,5377,Petrol,Manual,First,16,1497,116,5,Honda,5
1399,Mahindra Ssangyong Rexton RX7,Delhi,16096.08,2014,65000,Diesel,Automatic,First,11,2696,184,7,Mahindra,10
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,11466.54,2015,92708,Diesel,Manual,First,22,1498,89,5,Ford,9
1401,Maruti Alto LXi,Coimbatore,4752.18,2010,48105,Petrol,Manual,First,19,796,46,5,Maruti,14
1402,Volkswagen Polo 1.2 MPI Highline,Mumbai,3909.05,2011,46759,Petrol,Manual,First,16,1198,74,5,Volkswagen,13
1403,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,5365.36,2013,62000,Diesel,Manual,First,22,1199,73,5,Volkswagen,11
1404,Volkswagen Polo Diesel Highline 1.2L,Kolkata,3970.37,2012,35175,Diesel,Manual,First,22,1199,73,5,Volkswagen,12
